dJ1dp,dJ2dp,u,J~
-0.007853981747033445,0.15550094514227028,-0.6335593223085477,0.3141592741012573
-0.007853981747033445,0.15550094514227028,-0.6335593223085477,0.3141592741012573
-0.007853981747033445,0.15251536713042577,-0.594229276810913,5.808804988861084
-0.18628831768579424,3.043978844259294,-0.9790996900424541,5.808804988861084
-0.2456629952324792,2.950837743500626,-0.9928357672272601,5.806614875793457
-0.2762581652574347,2.8893819819748847,-0.9996781035322356,5.803868770599365
-0.344573550202917,2.8829922764508025,-0.9994168034513519,5.790138244628906
-0.38665086040740365,2.8129972754063846,-0.9653003204737939,5.790138244628906
-0.5106564553458296,2.7445735107438844,-0.9647163251825582,5.790138244628906
-0.5154999734656354,2.6250982494796733,-0.9759220460362176,5.780021667480469
-0.5792297763893123,2.560786044144544,-0.9998059188678977,5.768607139587402
-0.6764792372696974,2.5510111063047134,-0.9998983776735556,5.74911642074585
-0.756377598412027,2.426508715308508,-0.9965738143780771,5.727787017822266
-0.8203281189252515,2.361775049335385,-0.9970630588257594,5.727787017822266
-0.8485209930205548,2.357042787091949,-0.9987925699498366,5.703438758850098
-0.9527893372892542,2.2329879292763435,-0.9881235431481189,5.677138805389404
-1.0371946395950933,2.168371725350504,-0.9999985778159023,5.647197246551514
-1.055762340394222,2.165487353443822,-0.999998531964374,5.615076541900635
-1.113149805003317,2.1021419585250123,-0.9994935809863581,5.615076541900635
-1.113149805003317,2.0180877666421333,-0.998499995394665,5.615076541900635
-1.1597477895440333,1.984533644083494,-0.9980662016396854,5.5676164627075195
-1.3426372443533232,1.9727758758883196,-0.9964491314297451,5.5676164627075195
-1.3651665728716862,1.9108914252791622,-0.9994553236957412,5.527487277984619
-1.4011503230728801,1.8492920878782106,-0.9831317860743933,5.527487277984619
-1.3928888301271187,1.708195032252232,-0.9990550373387175,5.499619960784912
-1.3300614339548198,1.6753805657037408,-0.9950359099585093,5.4298930168151855
-1.3949397203849778,1.669130664408338,-0.9979483640397269,5.4298930168151855
-1.294734882540375,1.5557066472296073,-0.9928633077106278,5.38723611831665
-1.3648970515231194,1.5512051768742843,-0.9974097892889959,5.3591532707214355
-1.394231493223575,1.3570379863265614,-0.985139612981913,5.3166913986206055
-1.4555784157810687,1.352016216829955,-0.9996296185907211,5.258987903594971
-1.4318055543771988,1.2945274408464122,-0.9737844645033593,5.2447052001953125
-1.4711292994119796,1.2375879343536695,-0.9995059981489567,5.200832366943359
-1.4789047412274352,1.1793611797020038,-0.9994645601508642,5.171254634857178
-1.489389561327943,1.069926764521007,-0.9994469096755951,5.141909599304199
-1.5022310666738015,1.0142109995626045,-0.9994567800004515,5.097075939178467
-1.483328318779586,1.0119725911311745,-0.9994900093309645,5.082131385803223
-1.4910359898032362,0.9565070838421441,-0.9995059104821211,5.082131385803223
-1.5027915358030783,0.8484913810679001,-0.9995709173569651,5.0516204833984375
-1.4611763358112178,0.7956870554441333,-0.9996145884478818,4.975342750549316
-1.4992045388382433,0.7924958128088536,-0.9996277014526206,4.975342750549316
-1.5137729880643438,0.6861141283155494,-0.9763330346514918,4.945171356201172
-1.532284623742335,0.6851865951968994,-0.9776795917727497,4.945171356201172
-1.4765272093555784,0.5833676329233983,-0.9786985655671142,4.898782253265381
-1.5565806195674456,0.5810442608280751,-0.983938017607701,4.852084159851074
