u,J~
-0.43129213211847106,0.30229976773262024
-0.4202695129142089,0.29044023156166077
-0.9904627082218773,0.29044023156166077
-0.9977344671695623,5.808804988861084
-0.9977344671695623,5.798532485961914
-0.9998518612188502,5.798532485961914
-0.9999465060286021,5.78624963760376
-0.9912718438913831,5.773637771606445
-0.9900920200537775,5.760869979858398
-0.9986133173000276,5.735291481018066
-0.9986020232279662,5.735291481018066
-0.9975864587975175,5.735291481018066
-0.9950987470173388,5.696679592132568
-0.9943394529761281,5.618677139282227
-0.9940347587668764,5.579287528991699
-0.9937311275836225,5.552821159362793
-0.9938098595660934,5.552821159362793
-0.9943484030179162,5.499265193939209
-0.9945788910040398,5.485564708709717
-0.9950257329503597,5.458474636077881
-0.9945931981177559,5.458474636077881
-0.9955129088603449,5.431230545043945
-0.9951600453081951,5.431230545043945
-0.9957145005912896,5.348751544952393
-0.9953325636473354,5.3067169189453125
-0.9964963314437323,5.280592441558838
-0.9942491923888658,5.253937244415283
-0.9935900993485636,5.241518020629883
-0.994213171763791,5.227506637573242
-0.9947206303737437,5.213642597198486
-0.9969829314951478,5.213642597198486
-0.9979245183711202,5.144565105438232
-0.9986183938332415,5.087494850158691
-0.9990748047975437,5.087494850158691
-0.9995300592684281,5.043801307678223
-0.9998089936892197,5.043801307678223
-0.9998672992217327,4.999589920043945
-0.9992701312624844,4.9700117111206055
-0.9995698036547399,4.925400257110596
-0.9994463505629165,4.911699295043945
-0.9996625351711347,4.8673014640808105
-0.9998293912899345,4.823742389678955
-0.9991948846211262,4.794960021972656
-0.9999713418323122,4.765084743499756
-0.9837666560116081,4.7341084480285645
-0.9899321537597252,4.7341084480285645
-0.977730933167001,4.67200231552124
-0.9562740714093008,4.641572952270508
-0.9553312607321147,4.627345085144043
-0.940244242442832,4.596794128417969
-0.93104220842607,4.56566858291626
-0.9279982038329746,4.5345635414123535
-0.893386830454898,4.5345635414123535
-0.8804369251741713,4.519003391265869
-0.8828260951773756,4.519003391265869
-0.8866373615379809,4.457281112670898
-0.9132254619974753,4.442256450653076
-0.9077059704529215,4.3800249099731445
-0.8616105211041912,4.348910331726074
-0.8447180447382211,4.333353042602539
-0.8349753470488563,4.255575180053711
-0.8337879132397374,4.255575180053711
-0.8147158844071823,4.224621295928955
-0.8087208916481068,4.193360805511475
-0.808701983275493,4.162255764007568
-0.8026760728967038,4.162255764007568
-0.8026357514756375,4.162255764007568
-0.8025206565485541,4.146703243255615
-0.7994871543244553,4.146703243255615
