dJ1dp,dJ2dp,u,J~
-0.00785398174703344,0.21833279911853784,-0.694379787379744,0.3141592741012573
-0.00785398174703344,0.21833279911853784,-0.694379787379744,0.3141592741012573
-0.15707963260000005,4.301212164170626,-0.9926406497503627,5.871636867523193
-0.1870182449913129,4.243995552909125,-0.98799870602306,5.867435455322266
-0.2179198947152518,4.1776450045630495,-0.9848326024203176,5.867435455322266
-0.2706081612328907,4.108791923963154,-0.9928763093061173,5.865265846252441
-0.32413748814410226,4.040059741833729,-0.9996212835230025,5.848833084106445
-0.37002764129395804,3.972270106475975,-0.9989619021919238,5.840985298156738
-0.3929989960907805,3.965573849937532,-0.9989605606782732,5.832156181335449
-0.4463837426912579,3.896831296390404,-0.9991655466345547,5.8269219398498535
-0.5274742739286826,3.7680654851862623,-0.990946169243991,5.815998077392578
-0.5817804857091317,3.7008642814304853,-0.9999995434731549,5.798210144042969
-0.6408740582805222,3.63327557017675,-0.9982597474122596,5.785043239593506
-0.6650815971109175,3.626860377103055,-0.9999999646186513,5.785043239593506
-0.7647569834418932,3.498193834439348,-0.9918761352566224,5.77069091796875
-0.8086253510378598,3.4336786713582113,-0.9970568840287347,5.7377166748046875
-0.8900953477764397,3.3618317235050794,-0.9978786063673881,5.720113277435303
-0.9239332861485865,3.3022431902049934,-0.9963186544345811,5.720113277435303
-1.0062616867012104,3.234344212653457,-0.999876775223576,5.6905317306518555
-1.0442164815889299,3.1716573204934004,-0.9998589388799973,5.658478260040283
-1.04195794205455,3.11238458704575,-0.9998983904066859,5.647522449493408
-1.1434940450205004,3.041776669397956,-0.9999026859049523,5.647522449493408
-1.1865772305440225,2.976115265655692,-0.9959667022386997,5.586977481842041
-0.8699036412545186,2.9132757447188857,-0.9997960578923522,5.561860084533691
-0.872568131639204,2.849903294507604,-0.9998549772033835,5.5370965003967285
-0.8793793602065383,2.786682264387826,-0.9981006047277838,5.524961948394775
-1.19261966755112,2.7238888452016154,-0.9999781612051315,5.512307643890381
-1.21647282924515,2.7189744943076706,-0.9997577359167582,5.486775875091553
-1.1970181757856748,2.5989902749002067,-0.9894078568112212,5.47385311126709
-1.2356251035064998,2.5949721557172354,-0.9989341988109569,5.435553550720215
-1.2242960157839693,2.476912458885107,-0.9842851830552548,5.4224748611450195
-1.230689920037082,2.416115093486687,-0.9998392484994454,5.396319389343262
-1.2346037010529332,2.3561039670481176,-0.9995162859501225,5.356774806976318
-1.2416359561781132,2.295725897064775,-0.9980728535144894,5.330309867858887
-1.251507943620563,2.235584897421589,-0.9999744807173432,5.304527282714844
-1.2788495847678276,2.2308870536602905,-0.999815516178761,5.277751445770264
-1.29288509045096,2.1715053082605364,-0.9994855485375231,5.277751445770264
-1.3482847513010554,2.1120025991813858,-0.9988541506076619,5.250661849975586
-1.3573638137748274,2.0536156990069667,-0.9760735882641574,5.209884166717529
-1.3604205137179024,1.9919541587345144,-0.9922115158169923,5.196061134338379
-1.3725451759878178,1.9384447934238875,-0.9946373136832809,5.154804229736328
-1.376624233435898,1.8809668127074526,-0.9707681482907087,5.127092361450195
-1.3873698194885085,1.824228213512663,-0.9987979079535617,5.113236427307129
-1.3957223531105476,1.7679533860990275,-0.9967261026765334,5.0852131843566895
-1.3912712601539978,1.764521882458973,-0.9969503178673613,5.071201801300049
-1.3825717486231113,1.6550730694420983,-0.9946142379743776,5.043023586273193
-1.3738040596896541,1.599282641426259,-0.9940815957265874,5.000522136688232
-1.382892195488562,1.543531669974503,-0.9898584159422448,4.971877098083496
-1.3758622446714786,1.488380712501671,-0.9882614367153987,4.957554817199707
-1.398853425416864,1.4854098788272456,-0.9828859839542949,4.914276123046875
-1.4037119766657098,1.3796966970700444,-0.9779646043337649,4.899798393249512
-1.4286742994694477,1.3263788798868557,-0.9996313880775698,4.8706865310668945
-1.438062164478157,1.2728086919777852,-0.9995880548503748,4.856052875518799
-1.4484662692879045,1.219110818170056,-0.9995561798552005,4.826786041259766
-1.4731112029663578,1.2171578776075092,-0.9995142022570029,4.782418727874756
-1.4289075563442721,1.1133793208369516,-0.9995947542801591,4.782418727874756
-1.3747013242327841,1.0628274283951953,-0.9751558070372284,4.707851409912109
-1.4546510280430875,1.0591523786195496,-0.999594252275376,4.677651405334473
-1.443532539205654,0.9584084407528788,-0.9996381267745826,4.662551403045654
-1.4527799069665026,0.9071856864826627,-0.9996617994556344,4.616940021514893
-1.4750306995326945,0.9057393645550434,-0.9996967143082358,4.586429119110107
-1.4775074933000718,0.8550951173188365,-0.9997194415396989,4.586429119110107
-1.4303379121997253,0.7559782639627668,-0.9789463835509011,4.571017742156982
-1.4408366877048393,0.7068231647488213,-0.980961983048496,4.540195941925049
-1.441760976214298,0.6588611159373807,-0.9835143982903884,4.462939262390137
