u,J~
-3.9269908734979873,-0.6858407258987427
-3.9269908734979873,-0.6858407258987427
-133.71855732222937,-0.7095597684383392
-161.6252327302365,4.77698278427124
-190.83763038708202,4.7512993812561035
-197.16759035140137,4.713479042053223
-195.47410930099048,4.690963268280029
-194.49960073179653,4.625102996826172
-201.73206113325583,4.603813648223877
-196.91795870423218,4.557193756103516
-161.10432327268418,4.53230619430542
-130.34711023326452,4.464941501617432
-116.8132918185674,4.420839309692383
-122.4420767413428,4.386987209320068
-118.20396795895232,4.339869976043701
-118.11989113116762,4.328152656555176
-134.86859444269692,4.280241966247559
-111.96599164807395,4.2686848640441895
-119.19285376628211,4.234479904174805
-121.13813689644797,4.202688694000244
-122.80403778383976,4.151332855224609
-140.62204892373595,4.135436534881592
-139.85945890487622,4.10261344909668
77.6043164539134,4.070836544036865
77.60431645390005,4.039179801940918
-64.8634937374891,4.019514083862305
-24.64039791608942,4.019514083862305
42.74913441177603,4.035120964050293
42.74913441120894,4.012543201446533
55.65436591991889,3.9967665672302246
171.4559107289879,3.969747543334961
226.53413253538542,3.9544286727905273
212.684948043291,3.8768138885498047
172.02608395431264,3.821718215942383
164.49574111260065,3.7868576049804688
127.7062411545418,3.7551980018615723
139.90140714373098,3.739689826965332
113.6808593286418,3.704232692718506
92.38564070985852,3.652139186859131
141.15937527151104,3.6294398307800293
105.70980212470974,3.6019511222839355
93.46525786638134,3.6026110649108887
69.41516040057479,3.5828914642333984
-17.055637884054182,3.554577350616455
-14.928216007575266,3.55208683013916
-1.5582497053494113,3.5346784591674805
19.744260685223217,3.5346784591674805
-83.96097591319622,3.523813247680664
-73.1199805368604,3.5305991172790527
-115.3905574080749,3.526597499847412
-146.97556860764428,3.5173211097717285
-193.9456580765728,3.481109619140625
-240.66047445062097,3.462367057800293
-152.68501617229455,3.4575605392456055
-138.46222344661396,3.4069371223449707
-61.46184640240792,3.378413677215576
-68.74465050782352,3.3240718841552734
-94.5161175643837,3.30153751373291
-29.529925934076523,3.2528676986694336
41.526088086342696,3.1812901496887207
7.205114698646318,3.1429266929626465
14.885065407738033,3.0924911499023438
22.99907507260436,3.090707302093506
128.48460719888845,3.0568385124206543
193.46008380288478,3.052656650543213
117.03948516829516,3.0437450408935547
138.85035316810894,3.0048699378967285
-18.18993952679376,3.0048699378967285
-18.081035694742397,2.9621121883392334
100.62198651956388,2.9621121883392334
100.62198651956221,2.9585659503936768
74.83291763366027,2.9585659503936768
188.87122402635404,2.9194648265838623
246.88151001406968,2.8721625804901123
221.79413236171757,2.861523151397705
231.04895259944954,2.8076019287109375
266.2912732801341,2.7782812118530273
347.02088138848217,2.744666576385498
318.3211772536612,2.7154793739318848
305.28136991482006,2.7154793739318848
172.84913979839357,2.6659867763519287
85.7210456553747,2.6005311012268066
100.53650248146918,2.5725367069244385
90.90047410554607,2.5539636611938477
177.63440046030288,2.5108609199523926
123.98056565578327,2.4969446659088135
68.8726532645369,2.3897008895874023
42.325420872243804,2.3897008895874023
5.0040425641226705,2.335634469985962
0.2402429661744892,2.252967119216919
2.9764996477143724,2.250373363494873
17.350217577940015,2.1920320987701416
19.451351999814914,2.1681652069091797
37.213415001169274,2.1496870517730713
32.177175629636274,2.1381969451904297
2.532047993244359,2.11779522895813
-1.404305138849416,2.100473403930664
8.829361062751865,2.0944087505340576
29.190892193624432,2.045525074005127
25.049173123893482,2.044614315032959
4.942382951220549,2.0133259296417236
9.656094503862146,2.0116209983825684
-25.44486647961339,2.0059964656829834
-23.65294866884281,1.9996824264526367
-20.606912154535962,1.9996824264526367
-37.13988990657583,1.994616985321045
-50.89219166371057,1.9749364852905273
-73.22507703905843,1.9440407752990723
-124.75011205949609,1.909881830215454
-98.08701398625283,1.8971874713897705
-140.9474842743861,1.8701329231262207
-159.44258443313572,1.8397765159606934
-130.73241663878534,1.818593978881836
-176.3355176002251,1.8105809688568115
-188.4185317595017,1.8105809688568115
-119.86493986443546,1.7740423679351807
-73.01997171126925,1.7333710193634033
-30.273647234790527,1.6642804145812988
20.10393563777717,1.6586346626281738
21.618835285083613,1.6282784938812256
31.070688063322137,1.6169719696044922
52.32150101287279,1.6064643859863281
51.37813138523909,1.6004276275634766
5.903847859437652,1.589641809463501
-25.17004994090084,1.5825557708740234
-23.686571903659182,1.5730066299438477
-38.7349761618262,1.5669643878936768
-21.154854316048727,1.5653231143951416
-85.88916794545139,1.5527629852294922
-122.14268645925334,1.544485092163086
-154.72637592902453,1.524914264678955
-243.00231346074247,1.505127191543579
-225.10935506791873,1.4814717769622803
-208.3690865060761,1.4814717769622803
-89.839538763439,1.4486513137817383
61.960991241105916,1.4156901836395264
23.939028491709106,1.3948025703430176
-83.5605389540403,1.383023738861084
-47.167616280615455,1.383023738861084
-5.3000022964092395,1.383976697921753
18.277600623648286,1.3745265007019043
20.008553376090934,1.3760597705841064
62.99225532739883,1.372981071472168
88.59830079853803,1.36482572555542
69.45795812659281,1.3554480075836182
74.58895586989708,1.3443396091461182
57.344215594411686,1.336470127105713
107.5511641355388,1.326493740081787
107.09735349996964,1.3139293193817139
136.60036617223884,1.305978536605835
126.8240310395186,1.3054149150848389
130.13299941459437,1.2790396213531494
145.0205047273759,1.2790396213531494
173.82825134001482,1.225550651550293
128.28292439644153,1.213301181793213
92.46202516212097,1.1957857608795166
63.10300595002605,1.156264066696167
3.142617039839859,1.1299984455108643
44.04026538253279,1.0975289344787598
53.42178533999091,1.0906286239624023
96.38850383603949,1.0568408966064453
58.83607463915316,1.035182237625122
88.51667788769235,1.0089571475982666
104.2632331501714,0.9991424083709717
52.48327494102602,0.975614070892334
37.25755999019482,0.9568959474563599
-3.902429749499583,0.923799991607666
-8.323977893499546,0.9061551094055176
37.29691693181649,0.8959733247756958
17.70729710479357,0.8959733247756958
15.760928845413273,0.8974711894989014
-1.9004987933165838,0.8974711894989014
1.500087164836572,0.8878166675567627
12.561830832105747,0.8826696872711182
18.800954994760385,0.8811012506484985
-0.6620423822274373,0.8727980852127075
-9.056004304992443,0.8551206588745117
21.0388905468753,0.8355064392089844
12.23294859077759,0.807801365852356
13.017312364131374,0.774856686592102
-15.228864838016241,0.7552429437637329
-7.831248166408551,0.7416231632232666
16.902535337605674,0.7337819337844849
11.302048642972075,0.7337819337844849
-4.1390183507111145,0.7331506013870239
13.465318267919368,0.7209714651107788
18.24217037904574,0.6939862966537476
-2.5012678614446657,0.6572976112365723
4.004599596378249,0.6051217317581177
5.616107891825187,0.602544903755188
-18.901697849748015,0.583821177482605
-18.901697849585293,0.5693203210830688
10.589047651991699,0.523472785949707
8.880452963036934,0.523472785949707
-5.725293730378255,0.5002596378326416
0.17356398350764998,0.4849820137023926
13.116865224406506,0.4836587905883789
0.41684181092823086,0.4658583402633667
3.3212292203058587,0.4650893211364746
-3.4566438120734695,0.46620821952819824
-3.456190123115484,0.4655580520629883
6.952181007009124,0.4655580520629883
7.822661279409348,0.4425389766693115
-0.4900279765817077,0.42999207973480225
-17.197651084967244,0.42999207973480225
-9.779941134326481,0.433696985244751
5.345784155502335,0.4338568449020386
3.2471707560769514,0.4213681221008301
6.554331010458957,0.4087061882019043
-4.163490213461331,0.4033036231994629
-1.3987435221924005,0.4033036231994629
1.9794278465134787,0.40314221382141113
1.7470038492138602,0.39555370807647705
-0.8160696110774003,0.391574501991272
-0.6006437916160189,0.3840082883834839
-0.8134408341286875,0.3748660087585449
0.4020245547097628,0.36033129692077637
0.4008883301059862,0.3274648189544678
0.19099588139657717,0.3274648189544678
-0.8002953870764932,0.30617332458496094
-0.018526252749641117,0.29210543632507324
-0.18384641504261176,0.29212117195129395
-0.2981575201063409,0.27247023582458496
0.04007840587068024,0.27247023582458496
-0.21100283781192344,0.25669002532958984
-0.42085279359290434,0.24118494987487793
-0.4181968012824836,0.21901583671569824
-0.7693183144720355,0.20248782634735107
-0.8186027852977231,0.17891335487365723
-0.8785933425951598,0.15927183628082275
-0.9468531839956535,0.15829837322235107
-0.9468504331790943,0.15828263759613037
-0.905121094253165,0.15180230140686035
-3.6667967888787834,0.15178167819976807
-24.220285729869047,0.1517864465713501
-30.987692123077696,0.15318846702575684
-41.30111563966943,0.15091383457183838
-75.06736474466283,0.14069390296936035
-73.51082681128273,0.13140594959259033
-75.41903927133465,0.13140594959259033
-91.96316260704671,0.11102330684661865
-76.32395463411065,0.11102330684661865
-77.49969978653152,0.09086596965789795
-93.21043438845753,0.09086596965789795
-48.01470717303188,0.09086596965789795
-27.310885621551456,0.07991468906402588
7.000829808878626,0.05482625961303711
